"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","A1101","","A7101","","C610101","","C610104","","C610105","","C610106","","C610107","","C610108","","C610109","","C610110","","C610111","","C610114","","C610115","","C610116","","C610117","","C610118","","C610119","","C610120","","C610121","","C610122","","D2201","","D2209","","I5101",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A7101_世帯数【世帯】","注釈","C610101_売上金額（民営）（農林漁業）【百万円】","注釈","C610104_売上金額（民営）（非農林漁業（公務を除く））【百万円】","注釈","C610105_売上金額（民営）（鉱業、採石業、砂利採取業）【百万円】","注釈","C610106_売上金額（民営）（建設業）【百万円】","注釈","C610107_売上金額（民営）（製造業）【百万円】","注釈","C610108_売上金額（民営）（電気・ガス・熱供給・水道業）【百万円】","注釈","C610109_売上金額（民営）（情報通信業）【百万円】","注釈","C610110_売上金額（民営）（運輸業、郵便業）【百万円】","注釈","C610111_売上金額（民営）（卸売業、小売業）【百万円】","注釈","C610114_売上金額（民営）（金融業、保険業）【百万円】","注釈","C610115_売上金額（民営）（不動産業、物品賃貸業）【百万円】","注釈","C610116_売上金額（民営）（学術研究、専門・技術サービス業）【百万円】","注釈","C610117_売上金額（民営）（宿泊業、飲食サービス業）【百万円】","注釈","C610118_売上金額（民営）（生活関連サービス業、娯楽業）【百万円】","注釈","C610119_売上金額（民営）（教育、学習支援業）【百万円】","注釈","C610120_売上金額（民営）（医療、福祉）【百万円】","注釈","C610121_売上金額（民営）（複合サービス事業）【百万円】","注釈","C610122_売上金額（民営）（サービス業（他に分類されないもの））【百万円】","注釈","D2201_財政力指数（市町村財政）【‐】","注釈","D2209_一般財源（市町村財政）【千円】","注釈","I5101_病院数【施設】","注釈"
"2020100000","2020年度","01395","北海道 ニセコ町","","5,074","","2,515","","545","","25,942","","X","","5,032","","2,718","","X","","X","","1,193","","8,072","","206","","1,238","","60","","5,285","","519","","61","","554","","208","","492","","0.33","","2,979,727","","0",""
"2020100000","2020年度","01396","北海道 真狩村","","2,045","","903","","1,086","","9,426","","0","","364","","359","","-","","-","","498","","6,649","","X","","X","","X","","248","","68","","X","","756","","X","","204","","0.17","","1,704,492","","0",""
"2020100000","2020年度","01397","北海道 留寿都村","","1,911","","959","","1,302","","10,972","","0","","728","","1,254","","X","","-","","X","","2,060","","X","","51","","X","","5,207","","X","","50","","267","","193","","63","","0.26","","1,574,009","","0",""
"2020100000","2020年度","01398","北海道 喜茂別町","","2,156","","1,130","","662","","7,498","","X","","1,274","","838","","X","","-","","1,519","","2,038","","X","","X","","X","","330","","45","","X","","971","","139","","65","","0.19","","1,883,104","","0",""
"2020100000","2020年度","01399","北海道 京極町","","2,941","","1,269","","1,306","","18,271","","0","","3,611","","5,914","","-","","-","","3,625","","2,296","","X","","278","","X","","180","","114","","X","","1,364","","268","","408","","0.79","","2,494,040","","1",""
"2020100000","2020年度","01400","北海道 倶知安町","","15,129","","7,631","","2,584","","134,241","","0","","18,241","","X","","4,673","","X","","8,377","","53,482","","3,966","","10,794","","1,457","","6,282","","3,422","","1,074","","7,197","","4,951","","3,546","","0.61","","5,282,612","","1",""
"2020100000","2020年度","01401","北海道 共和町","","5,772","","2,728","","556","","27,973","","X","","4,358","","5,362","","X","","-","","1,330","","12,515","","X","","930","","195","","189","","418","","X","","1,114","","450","","826","","0.26","","3,484,740","","0",""
"2020100000","2020年度","01402","北海道 岩内町","","11,648","","5,750","","33","","56,130","","0","","15,302","","6,761","","X","","X","","1,139","","14,456","","3,339","","1,451","","313","","2,050","","2,499","","152","","4,924","","216","","1,237","","0.32","","4,123,214","","1",""
"2020100000","2020年度","01403","北海道 泊村","","1,569","","813","","X","","X","","0","","5,389","","X","","388,604","","-","","X","","1,584","","X","","X","","280","","152","","6","","-","","610","","567","","1,107","","1.58","","2,333,325","","0",""
"2020100000","2020年度","01404","北海道 神恵内村","","870","","401","","X","","X","","0","","68","","X","","-","","X","","X","","317","","-","","X","","0","","2,505","","9","","-","","175","","X","","110","","0.10","","1,045,496","","0",""
"2020100000","2020年度","01405","北海道 積丹町","","1,831","","883","","X","","X","","0","","377","","170","","-","","-","","18","","2,401","","X","","0","","0","","868","","34","","X","","232","","91","","248","","0.11","","1,863,135","","0",""
"2020100000","2020年度","01406","北海道 古平町","","2,745","","1,282","","346","","12,393","","0","","3,436","","4,642","","X","","-","","405","","1,792","","X","","X","","0","","194","","40","","X","","1,200","","X","","474","","0.12","","2,195,471","","0",""
"2020100000","2020年度","01407","北海道 仁木町","","3,180","","1,332","","2,211","","18,845","","0","","446","","11,019","","-","","X","","507","","2,526","","X","","330","","X","","425","","24","","X","","2,341","","621","","453","","0.18","","2,221,608","","0",""
"2020100000","2020年度","01408","北海道 余市町","","18,000","","8,283","","1,197","","80,872","","X","","5,928","","8,523","","2,601","","X","","2,506","","41,040","","1,653","","1,560","","347","","1,267","","2,865","","813","","8,864","","1,705","","1,171","","0.34","","5,512,967","","2",""
"2020100000","2020年度","01409","北海道 赤井川村","","1,165","","621","","1,206","","7,679","","0","","194","","1,200","","X","","-","","39","","1,024","","-","","0","","0","","4,803","","X","","-","","207","","X","","113","","0.26","","1,294,025","","0",""
"2020100000","2020年度","01423","北海道 南幌町","","7,319","","2,980","","2,387","","28,348","","0","","4,968","","6,605","","-","","X","","3,723","","7,341","","X","","508","","112","","559","","360","","183","","2,102","","670","","1,129","","0.29","","3,332,739","","1",""
"2020100000","2020年度","01424","北海道 奈井江町","","5,120","","2,312","","833","","45,953","","X","","11,870","","25,171","","X","","-","","1,076","","3,964","","156","","68","","125","","286","","180","","1","","1,481","","290","","383","","0.26","","3,044,040","","1",""
"2020100000","2020年度","01425","北海道 上砂川町","","2,841","","1,479","","0","","8,120","","X","","1,688","","3,838","","-","","-","","X","","1,030","","X","","X","","0","","X","","92","","-","","617","","73","","177","","0.12","","1,970,202","","0",""
"2020100000","2020年度","01427","北海道 由仁町","","4,822","","2,063","","3,319","","28,215","","X","","1,239","","11,052","","X","","-","","1,278","","10,319","","98","","53","","20","","230","","424","","127","","1,132","","163","","657","","0.22","","3,165,915","","0",""
"2020100000","2020年度","01428","北海道 長沼町","","10,289","","4,091","","7,012","","41,181","","838","","5,311","","X","","X","","-","","927","","19,295","","282","","287","","724","","928","","875","","76","","3,616","","1,721","","1,292","","0.31","","4,659,161","","1",""
"2020100000","2020年度","01429","北海道 栗山町","","11,272","","4,964","","4,168","","65,876","","0","","8,351","","X","","2,497","","X","","2,028","","28,970","","2,025","","682","","102","","771","","1,243","","244","","5,365","","224","","1,903","","0.30","","4,781,951","","1",""
"2020100000","2020年度","01430","北海道 月形町","","3,691","","1,320","","1,170","","10,387","","0","","2,037","","808","","-","","-","","X","","4,237","","215","","12","","0","","109","","65","","X","","1,988","","289","","438","","0.17","","2,451,742","","1",""
"2020100000","2020年度","01431","北海道 浦臼町","","1,732","","777","","842","","4,188","","0","","280","","153","","-","","-","","X","","2,123","","X","","X","","X","","X","","25","","7","","369","","554","","253","","0.16","","1,771,893","","0",""
"2020100000","2020年度","01432","北海道 新十津川町","","6,484","","2,543","","1,685","","25,607","","X","","4,412","","458","","-","","-","","1,143","","10,832","","X","","108","","X","","399","","211","","107","","2,183","","755","","4,208","","0.19","","3,922,448","","1",""
"2020100000","2020年度","01433","北海道 妹背牛町","","2,693","","1,201","","1,011","","14,290","","0","","2,368","","4,869","","X","","-","","23","","4,925","","X","","0","","X","","58","","204","","2","","646","","X","","942","","0.18","","1,987,239","","0",""
"2020100000","2020年度","01434","北海道 秩父別町","","2,329","","982","","1,512","","7,859","","0","","1,528","","601","","-","","X","","163","","3,488","","X","","37","","X","","367","","48","","X","","657","","X","","120","","0.16","","1,884,764","","0",""
"2020100000","2020年度","01436","北海道 雨竜町","","2,389","","926","","1,058","","7,261","","0","","1,000","","X","","X","","-","","457","","1,868","","X","","X","","X","","81","","57","","X","","1,399","","170","","1,201","","0.15","","2,035,566","","1",""
"2020100000","2020年度","01437","北海道 北竜町","","1,724","","737","","1,317","","6,999","","X","","3,236","","225","","-","","-","","X","","1,518","","X","","36","","0","","365","","147","","-","","198","","X","","245","","0.14","","1,761,936","","0",""
"2020100000","2020年度","01438","北海道 沼田町","","2,909","","1,244","","1,380","","12,493","","X","","3,557","","563","","-","","X","","257","","5,898","","X","","X","","63","","146","","73","","78","","406","","X","","156","","0.16","","2,747,856","","0",""
"2020100000","2020年度","01452","北海道 鷹栖町","","6,567","","2,658","","1,787","","40,152","","0","","5,236","","3,848","","-","","-","","9,227","","14,985","","X","","422","","1,635","","132","","440","","X","","3,679","","216","","165","","0.30","","3,174,325","","0",""
"2020100000","2020年度","01453","北海道 東神楽町","","10,127","","3,840","","1,701","","37,294","","0","","3,926","","4,153","","X","","X","","1,365","","14,309","","87","","3,291","","639","","962","","1,505","","817","","2,904","","3,095","","198","","0.39","","3,404,333","","1",""
"2020100000","2020年度","01454","北海道 当麻町","","6,319","","2,773","","1,667","","28,725","","0","","3,985","","X","","-","","-","","892","","12,370","","209","","879","","X","","334","","134","","41","","1,381","","493","","405","","0.22","","3,260,702","","0",""
"2020100000","2020年度","01455","北海道 比布町","","3,520","","1,570","","1,309","","9,809","","0","","1,632","","1,108","","-","","X","","431","","3,165","","X","","175","","1,059","","376","","66","","X","","1,166","","424","","133","","0.18","","2,339,304","","0",""
"2020100000","2020年度","01456","北海道 愛別町","","2,605","","1,189","","4,071","","10,107","","0","","1,823","","2,364","","X","","-","","85","","3,478","","X","","0","","8","","133","","206","","X","","613","","440","","841","","0.16","","2,115,651","","0",""
"2020100000","2020年度","01457","北海道 上川町","","3,500","","1,913","","2,492","","13,192","","0","","2,418","","1,221","","X","","-","","287","","3,183","","X","","205","","25","","3,333","","81","","86","","561","","316","","828","","0.17","","3,601,367","","0",""
"2020100000","2020年度","01458","北海道 東川町","","8,314","","3,405","","3,273","","33,230","","0","","5,386","","X","","-","","421","","52","","9,863","","X","","355","","125","","2,697","","418","","4","","1,419","","118","","340","","0.25","","5,125,398","","0",""
"2020100000","2020年度","01459","北海道 美瑛町","","9,668","","4,213","","6,370","","62,144","","0","","6,075","","X","","X","","X","","2,342","","20,451","","1,706","","57","","226","","1,497","","484","","218","","1,275","","8,773","","1,079","","0.22","","6,300,550","","1",""
"2020100000","2020年度","01460","北海道 上富良野町","","10,348","","4,287","","9,551","","22,786","","0","","2,352","","6,789","","X","","X","","536","","8,146","","X","","330","","91","","991","","272","","523","","1,260","","118","","1,125","","0.30","","4,164,805","","1",""
"2020100000","2020年度","01461","北海道 中富良野町","","4,733","","1,977","","2,595","","16,927","","X","","2,376","","1,438","","-","","X","","-","","9,652","","X","","480","","0","","714","","749","","217","","383","","X","","505","","0.24","","2,642,310","","1",""
"2020100000","2020年度","01462","北海道 南富良野町","","2,376","","1,075","","1,034","","8,466","","1,856","","931","","438","","X","","-","","147","","1,691","","X","","22","","X","","244","","104","","-","","1,671","","566","","675","","0.13","","2,963,273","","0",""
"2020100000","2020年度","01463","北海道 占冠村","","1,306","","849","","X","","X","","0","","379","","134","","-","","-","","181","","624","","X","","X","","X","","3,885","","33","","-","","65","","X","","211","","0.27","","1,519,700","","0",""
"2020100000","2020年度","01464","北海道 和寒町","","3,192","","1,429","","950","","10,590","","X","","2,721","","1,292","","X","","X","","95","","4,380","","X","","0","","9","","210","","127","","X","","694","","77","","475","","0.16","","2,808,985","","1",""
"2020100000","2020年度","01465","北海道 剣淵町","","2,926","","1,227","","383","","8,153","","0","","1,025","","502","","X","","X","","288","","4,695","","X","","33","","X","","210","","62","","1","","931","","73","","119","","0.16","","2,515,781","","0",""
"2020100000","2020年度","01468","北海道 下川町","","3,126","","1,473","","1,786","","12,822","","0","","3,514","","2,219","","575","","43","","358","","4,975","","123","","18","","23","","295","","112","","18","","98","","118","","335","","0.16","","3,201,875","","1",""
"2020100000","2020年度","01469","北海道 美深町","","4,145","","1,912","","2,689","","15,764","","0","","3,482","","1,251","","X","","-","","190","","7,318","","282","","11","","12","","439","","98","","X","","1,583","","100","","923","","0.17","","3,586,233","","1",""
"2020100000","2020年度","01470","北海道 音威子府村","","706","","347","","X","","X","","0","","658","","315","","X","","-","","89","","645","","X","","0","","X","","95","","X","","-","","X","","X","","24","","0.11","","1,548,610","","0",""
"2020100000","2020年度","01471","北海道 中川町","","1,528","","822","","357","","5,231","","0","","1,158","","771","","X","","-","","X","","2,058","","109","","23","","73","","246","","21","","X","","473","","64","","142","","0.12","","2,348,438","","0",""
"2020100000","2020年度","01472","北海道 幌加内町","","1,370","","667","","267","","5,720","","0","","2,150","","1,046","","X","","X","","X","","1,724","","X","","X","","X","","254","","X","","-","","175","","50","","209","","0.11","","2,540,439","","0",""
"2020100000","2020年度","01481","北海道 増毛町","","3,908","","1,878","","945","","19,025","","X","","1,552","","10,355","","X","","-","","421","","4,715","","X","","7","","X","","398","","182","","X","","465","","225","","366","","0.16","","2,899,645","","0",""
"2020100000","2020年度","01482","北海道 小平町","","2,994","","1,366","","1,910","","7,498","","X","","2,707","","476","","-","","-","","701","","1,622","","X","","X","","0","","206","","15","","4","","732","","509","","222","","0.15","","2,689,060","","0",""
"2020100000","2020年度","01483","北海道 苫前町","","2,936","","1,347","","1,954","","8,840","","0","","3,063","","1,799","","X","","X","","224","","1,499","","X","","3","","79","","120","","30","","X","","765","","163","","744","","0.16","","2,788,729","","0",""
"2020100000","2020年度","01484","北海道 羽幌町","","6,548","","3,143","","2,926","","29,836","","0","","2,829","","X","","X","","45","","1,332","","12,823","","1,250","","414","","75","","641","","664","","292","","1,298","","1,137","","928","","0.20","","3,863,210","","2",""
"2020100000","2020年度","01485","北海道 初山別村","","1,080","","498","","1,095","","3,940","","0","","1,414","","307","","-","","-","","120","","820","","X","","0","","0","","116","","X","","-","","697","","122","","289","","0.11","","1,547,342","","0",""
"2020100000","2020年度","01486","北海道 遠別町","","2,520","","1,200","","1,822","","9,094","","0","","2,195","","1,351","","X","","-","","478","","3,685","","102","","X","","19","","172","","102","","X","","487","","X","","331","","0.14","","2,694,135","","1",""
"2020100000","2020年度","01487","北海道 天塩町","","2,950","","1,425","","2,565","","12,006","","X","","3,521","","656","","X","","X","","568","","4,160","","225","","105","","46","","351","","52","","X","","510","","126","","464","","0.16","","3,076,851","","1",""
"2020100000","2020年度","01511","北海道 猿払村","","2,611","","1,238","","3,020","","18,315","","0","","2,084","","9,298","","X","","-","","412","","4,436","","X","","0","","X","","102","","22","","-","","X","","483","","259","","0.26","","2,810,026","","1",""
"2020100000","2020年度","01512","北海道 浜頓別町","","3,448","","1,716","","3,569","","30,262","","0","","5,101","","9,391","","X","","X","","1,291","","8,285","","1,108","","78","","117","","281","","443","","X","","573","","1,573","","326","","0.20","","3,009,975","","1",""
"2020100000","2020年度","01513","北海道 中頓別町","","1,637","","756","","270","","7,397","","0","","1,002","","754","","X","","-","","80","","3,335","","X","","X","","X","","103","","22","","X","","714","","290","","810","","0.11","","2,320,203","","1",""
"2020100000","2020年度","01514","北海道 枝幸町","","7,565","","3,515","","4,266","","49,912","","0","","5,419","","18,555","","X","","X","","2,452","","16,610","","438","","345","","282","","703","","1,199","","53","","986","","1,771","","923","","0.20","","6,980,263","","1",""
"2020100000","2020年度","01516","北海道 豊富町","","3,974","","1,951","","2,061","","38,562","","0","","5,735","","9,394","","X","","X","","539","","17,690","","262","","550","","164","","630","","424","","X","","872","","1,426","","791","","0.19","","3,444,717","","0",""
"2020100000","2020年度","01517","北海道 礼文町","","2,509","","1,246","","X","","X","","0","","2,738","","3,592","","-","","-","","332","","5,645","","X","","28","","X","","1,912","","257","","-","","296","","109","","187","","0.13","","2,683,074","","0",""
"2020100000","2020年度","01518","北海道 利尻町","","2,004","","1,037","","X","","X","","0","","1,122","","1,370","","X","","X","","136","","4,636","","X","","0","","X","","428","","258","","-","","67","","156","","5","","0.11","","2,387,923","","1",""
"2020100000","2020年度","01519","北海道 利尻富士町","","2,458","","1,199","","0","","11,240","","0","","3,975","","1,867","","X","","-","","295","","3,480","","X","","X","","29","","852","","247","","-","","44","","195","","55","","0.12","","2,626,662","","0",""
"2020100000","2020年度","01520","北海道 幌延町","","2,371","","1,225","","321","","28,419","","X","","1,283","","14,589","","2,690","","X","","521","","2,426","","X","","474","","2,001","","270","","200","","135","","876","","2,080","","425","","0.24","","3,008,017","","0",""
"2020100000","2020年度","01543","北海道 美幌町","","18,697","","8,309","","5,953","","101,857","","0","","11,968","","16,778","","126","","227","","5,723","","48,226","","4,371","","892","","194","","1,133","","3,520","","581","","5,402","","625","","2,091","","0.37","","6,622,389","","2",""
"2020100000","2020年度","01544","北海道 津別町","","4,373","","2,043","","5,941","","38,060","","0","","3,152","","23,446","","-","","X","","727","","6,536","","148","","X","","503","","215","","106","","173","","1,495","","1,069","","453","","0.21","","3,414,917","","1",""
"2020100000","2020年度","01545","北海道 斜里町","","11,418","","5,349","","6,762","","105,138","","X","","9,152","","X","","1,363","","-","","3,641","","27,332","","2,281","","2,085","","619","","5,097","","2,499","","186","","1,751","","1,519","","1,399","","0.37","","5,578,064","","1",""
"2020100000","2020年度","01546","北海道 清里町","","3,883","","1,591","","822","","13,451","","X","","1,365","","X","","-","","-","","232","","5,181","","206","","124","","67","","338","","170","","73","","839","","2,590","","477","","0.19","","3,065,143","","0",""
"2020100000","2020年度","01547","北海道 小清水町","","4,623","","1,966","","5,099","","26,373","","0","","2,287","","3,333","","X","","-","","1,157","","12,672","","X","","73","","721","","232","","432","","40","","2,243","","1,603","","1,075","","0.22","","3,685,101","","1",""
"2020100000","2020年度","01549","北海道 訓子府町","","4,677","","1,873","","1,212","","25,133","","X","","1,692","","6,062","","-","","-","","1,111","","13,370","","X","","X","","223","","143","","158","","X","","858","","X","","1,079","","0.24","","2,863,530","","0",""
"2020100000","2020年度","01550","北海道 置戸町","","2,775","","1,202","","1,823","","12,151","","0","","875","","831","","X","","X","","X","","6,826","","X","","23","","X","","60","","98","","-","","2,154","","237","","432","","0.14","","2,889,838","","1",""
"2020100000","2020年度","01552","北海道 佐呂間町","","4,875","","2,266","","13,446","","62,722","","0","","2,757","","X","","-","","-","","1,766","","5,975","","145","","108","","1,241","","206","","58","","X","","666","","4,275","","805","","0.26","","3,321,589","","0",""
"2020100000","2020年度","01555","北海道 遠軽町","","19,241","","8,813","","6,337","","93,526","","X","","14,989","","8,512","","2,388","","X","","2,441","","36,146","","5,675","","1,458","","1,303","","2,095","","2,437","","628","","9,906","","1,593","","3,812","","0.27","","9,298,066","","3",""
"2020100000","2020年度","01559","北海道 湧別町","","8,270","","3,692","","11,491","","59,376","","0","","11,745","","X","","X","","X","","1,597","","16,373","","1,430","","737","","811","","641","","385","","46","","1,951","","3,535","","603","","0.26","","5,167,987","","1",""
"2020100000","2020年度","01560","北海道 滝上町","","2,421","","1,201","","2,057","","7,578","","0","","2,125","","1,147","","-","","X","","220","","2,555","","X","","X","","X","","144","","194","","X","","872","","82","","80","","0.13","","2,828,203","","1",""
"2020100000","2020年度","01561","北海道 興部町","","3,628","","1,725","","4,386","","36,351","","0","","5,453","","X","","X","","-","","703","","7,235","","1,289","","68","","272","","220","","56","","134","","337","","8,206","","334","","0.22","","2,985,549","","1",""
"2020100000","2020年度","01562","北海道 西興部村","","1,053","","499","","1,498","","3,554","","0","","712","","1,269","","X","","-","","-","","421","","X","","0","","X","","125","","X","","X","","787","","X","","23","","0.10","","1,436,061","","0",""
"2020100000","2020年度","01563","北海道 雄武町","","4,199","","2,052","","3,231","","27,603","","0","","3,344","","X","","-","","-","","457","","4,203","","X","","792","","918","","345","","657","","-","","444","","1,129","","700","","0.20","","3,713,947","","1",""
"2020100000","2020年度","01564","北海道 大空町","","6,775","","2,750","","7,454","","35,836","","0","","5,088","","X","","X","","-","","1,985","","15,092","","1,560","","2,492","","137","","399","","178","","156","","2,186","","1,736","","2,023","","0.26","","4,990,823","","1",""
"2020100000","2020年度","01571","北海道 豊浦町","","3,821","","1,774","","3,654","","11,365","","0","","4,665","","X","","X","","-","","233","","3,951","","53","","51","","108","","273","","65","","146","","1,205","","100","","275","","0.19","","2,864,888","","1",""
"2020100000","2020年度","01575","北海道 壮瞥町","","2,743","","1,170","","702","","12,633","","0","","3,205","","196","","-","","-","","62","","2,256","","98","","249","","59","","2,407","","22","","10","","2,846","","903","","319","","0.20","","2,161,218","","2",""
